
surah|ayah|Verse
10|16|Say, if God wills what you have been upset with you, nor did I know you with it.
10|17|Whoever is more darkened by those who fascinated God as a lie or a lies with his verses ۚ He does not spare the criminals
10|18|And they worship without God ۚ Glory be to him and the Most High
10|19|And the people were only one nation, and they were disagreed with ۚ and if only a word that preceded your Lord, he would have spent between them in what they are in which they are dispensed
10|20|And they say that if only a verse of his Lord will be revealed to him, then say, but the unseen is for God, so they are waiting for you to wait for you
10|21|And when people have given us mercy after the harm of their touch, when they have a deception in our signs ۚ Say God is the fastest of a good
10|22|He is the one who walks you in the righteousness and the sea. They thought that they were surrounded by them ۙ They called God, who had the debt to Him, while we saved us from this
10|23|When they saved them, when they want to the earth, without the truth, O people You are what you were doing
10|24|But the same life is the same You have thought that they were unable They think
10|25|And God calls to the house of peace and guides whoever wills to a straight path
10|26|For those who are good, good and increased ۖ, and their faces are not subjugated, and no humiliation.
10|27|And those who have earned the misfortunes are bad for them, and their humiliation is humiliated. ۚ Those are the owners of the fire.
10|28|On the day we gathered all of them, then we say to those who have joined your place you and your partners ۚ, so we will come to them between them.
10|29|So God suffices a martyr between us and between you, if we are your worshipers, to forgive
10|30|Here is your soul
10|31|Say: Whoever provides you with heaven and the earth is the right of the hearing and the eyes And God ۚ Say: Do you not fear?
10|32|May God grant you the truth.
10|33|You have the words of your Lord to those who were immoral that they do not believe in
10|34|Say: Is your partner who begins creation and then restores it?
10|35|Say: from your partnership, who guides the truth? Ruling
10|36|And most of them follow except for thinking.
10|37|And this was not the Qur’an to be fled without God, but it is true that he is between his hands and the separation of the book is not in it
10|38|Or do they say it is fascinated by it 😂 Say: So come with a wall like him and call those who can be able to be without God if you are true
10|39|Rather, they lied to what they did not surround his knowledge, and when they came to them, his followers ۚ Licked to you, who lied to those before them.
10|40|And among them is those who believe in it, and some of them do not believe in it ۚ and your Lord knows the spoils
10|41|And if you lied to you, say to me my work and to you your deeds.
10|42|And among them who listens to you ۚ Did you hear the deaf and if they were not reasonable?
10|43|And among them is those who look at you?
10|44|God does not oppress people for anything, but people themselves are oppressed
10|45|And on the day, they will be gathered, as if they did not broadcast except for an hour of the day, and they would know between them ۚ He lost those who lied to those who lied, and they did not.
10|46|As for you to show you some of whom we promise or die you, then we will return them, then God is a martyr on what they do
10|47|And for every nation of a messenger, then if their Messenger comes, they judge between them in installments, and they do not oppress
10|48|And they say when this is a promise if you are true
10|49|Say: I do not have a harm for myself, nor benefit, except for what God wills ۗ for every nation for a sake ۚ If they come, then there is no delay.
10|50|Say: You have seen that you will be tormented or an alent
10|51|Then if you did not fall into it ۚ Now that you were hurrying to it
10|52|Then it was said to those who did wrong to the torment of the immortality.
10|53|And they will tell you the most right is ۖ Say to me and my Lord that he is a right 😂 and what you are in my miracle
10|54|And even if every soul has injustice, what is in the land, it would not have expanded it ۗ and the captivity of the dedication, when they saw the torment of them, and the one who is in the authority of them.
10|55|Unless God is in the heavens and the earth, except that the promise of God is a right, but most of them do not know
10|56|It revives and dies, and to it you will return
10|57|O people, you have come to your Lord and a cure for what is in the breasts, guidance and mercy for the believers
10|58|Say the preference of God and his mercy, so let them be happy, it is the best of what they are
10|59|Say: You have seen what God has revealed to you from a liveli
10|60|And whoever thinks those who break the day of the resurrection of the Day
10|61|And what you are in a matter of time, and what you are recited In the earth, nor in the sky, nor is it small
10|62|No, the guardians of God are not afraid of them, nor are they grieving
10|63|Those who believe and fear
10|64|They have the human being in this worldly life and in the hereafter ۚ Do not look for the words of God ۚ That is the great win
10|65|And their saying is not sad
10|66|Unless God is in the heavens and who is on the earth ۗ and what follows those who call from God without blessings ۚ If they follow the
10|67|He is the one who made you the night for you to be dwell in it and the day is insightful ۚ in that there are no signs of people who hear
10|68|قَالُوا اتَّخَذَ اللَّهُ وَلَدًا ۗ سُبْحَانَهُ ۖ هُوَ الْغَنِيُّ ۖ لَهُ مَا فِي السَّمَاوَاتِ وَمَا فِي الْأَرْضِ ۚ إِنْ عِنْدَكُمْ مِنْ سُلْطَانٍ بِهَٰذَا ۚ أَتَقُولُونَ عَلَى اللَّهِ مَا لَا تَعْلَمُونَ
10|69|Say: Those who fascinate God, the liar, do not succeed
10|70|The enjoyment in this world, then we will return them, and then give them the hardship of the hardship of what they were atoning
10|71|And the prophecy of Noah is a source of them, when he said to his people, O people You, then your command is not over to you, and then spend to me and do not look
10|72|فَإِنْ تَوَلَّيْتُمْ فَمَا سَأَلْتُكُمْ مِنْ أَجْرٍ ۖ إِنْ أَجْرِيَ إِلَّا عَلَى اللَّهِ ۖ وَأُمِرْتُ أَنْ أَكُونَ مِنَ الْمُسْلِمِينَ
10|73|So they lied to him, so we saved him, and whoever has with him in the ark, and made them Khalifa, and we immersed those who lied to our verses.
10|74|Then we sent a messenger to their people, so they came to them with the evidence, so they would not have believed Yen
10|75|Then we sent from them Moses, and they went to Pharaoh and fill him with our verses, so they arrogated and they were a criminal people.
10|76|When the truth came to them from us, they said that this is a clear magic
10|77|"Moses said, ""Do they say to the truth when you came to you."""
10|78|They said: We have come to our wrap
10|79|And Pharaoh said: I came to me with every knowledgeable magician
10|80|When the magic came, Moses said to them.
10|81|When they were thrown, Moses said what you have come to magic.
10|82|And God is right in his words, even if the criminals hated it.
10|83|What is safe for Moses except an offspring of his people on fear of Pharaoh and their fullness to be fascinated
10|84|Moses said, O people
10|85|So they said to God, our Lord, we will not make us a temptation for the unjust people
10|86|And we saved your mercy from the disbelieving people
10|87|And we referred to Moses and his brother to show your people with Egypt, and make your homes a kiss and the righteousness of the prayer
10|88|"Moses said, ""Our Lord, that you have come to a pharaoh and a fill it in the life of the worldly life. In their hearts, they do not believe until they see the perfect torment"
10|89|He said, I have answered you, and you will not be up.
10|90|And we won the sons of the sacrifice of the sea, so they followed them, and his soldiers are loud and enemy. I have the children of Israel, and I am one of the Muslims.
10|91|Now you have been disobeyed before and you were from the spoils
10|92|Today we will save you with your body to be for those who have succeeded you with a verse ۚ and many people from our signs are unjust
10|93|And we have been brought up with the children In which they are disappeared
10|94|If you are in doubt from what we have revealed to you, then ask those who read the book from before you ۚ The truth has come to you, then the truth is from your Lord, so there is no one who is from your Lord
10|95|And do not be among those who have lied to the verses of God, so you will be among the losers
10|96|Those who have the right to have the words of your Lord do not believe in
10|97|And if every verse came to them until they would see the perfect torture
10|98|Were it not for a village that would have believed, then its faith would benefit it except the people of Yunusia, when they believed, we will reveal the torment of the sake of the sake
10|99|And if your Lord will not believe in all of them all the earth.
10|100|And it would not have been for the same
10|101|Say: Look at the heavens and the earth.
10|102|Do they wait except for the days of those who have left before them ۚ Say: So wait for you to wait for you
10|103|Then we save our messengers and those who believe in
10|104|Say, O people, if you are in a doubt of my debt, do not worship those who worship from God without God Yen
10|105|And do your face upright for religion and do not be among the idolaters
10|106|And do not call without God what does not benefit you and do not harm you. If you do, then you are from the unjust
10|107|And if God holds you with harm, then he will not reveal to Him except He 😂 And if he returns you with good, then he does not want to prefer him ۚ He will be with him who is good
10|108|Say: O people, the truth has come to you from your Lord ۖ Whoever is guided, then he will be guided to himself ۖ
10|109|And follow what is revealed to you and be patient until God rules ۚ and it is the best of the rulers
11|1|In the name of God, the Most Gracious, the Most Merciful.
11|2|Do not worship except God ۚ I have a vow from him for him
11|3|And for your Lord, then seek forgiveness for him, then you can enjoy good luck to a good time, and all those who are good will be given to you A great day
11|4|To God, you will return
11|5|Unless they make their breasts to be hidden from it ۚ No, when they seek their garment, they know what they are pleased with and what they are not.
11|6|And there is no dump in the land except for God, and he knows its stable and its rituals ۚ Each in a clear book
11|7|And it is the one who created the heavens and the earth in six days, and it was his throne on the water, so that you can bless you You will say those who disbelieve if this is only a clear magic
11|8|And if the torment is taken away from them to a numbers, they will say what they are holding َ
11|9|And if the man has tasted us from us, then we removed it from it, because it is a disbeliever.
11|10|And if we have given him a blindness after the harm of his touch, they would say the misfortunes of the misfortunes of me ۚ It is a joy
11|11|Except those who have been patient and do righteous deeds of those who have forgiveness and a great reward
11|12|Perhaps you will be exalted, some of what is revealed to you. Kele
11|13|Or do they say it is fascinated by it.
11|14|Do you not respond to you, know that I will come down to the knowledge of God, and that there is no god but He is He.
11|15|Whoever wants this worldly life and its adornment is a delegation to them their work in it and they are in them.
11|16|Those who are not in the hereafter except for fire ۖ And they are overwhelmed by what they made in it and the falsehood of what they were doing
11|17|Will it be a clear one of his Lord, and he will recite him from him The fire is its prestige ۚ Do not be in a bitterness from it ۚ It is the truth from your Lord, but more people do not believe in
11|18|And whoever is the most darkened of those who are fled to God as a lie ۚ Those are exposed to their Lord The unjust
11|19|Those who repent from the path of God and want them to be a wave, and they are the hereafter.
11|20|Those are not the miracle of the earth, and they were not from God from the guardians of God َ
11|21|Those who lost themselves and their soul
11|22|There is no crime that in the hereafter they are the ones who are lost
11|23|Those who believed, do righteous deeds, and they have been disturbed to their Lord, those who are the owners of Paradise.
11|24|The same as the two parties, such as blindness, deaf, visionary, and hearing?
11|25|We have sent Noah to his people.
11|26|If you do not worship except God.
11|27|So he said the pain who disbelieved from his people. Rather, we think you are false
11|28|He said, O people, you saw that if I had a sons from my Lord, and I have mercy on me from him, then I would have gone to you, and you will be blessed with you, and you will be blessed
11|29|O people, I do not ask you for money.
11|30|And the people of those who support me from God, if I want them ۚ Do you not remember?
11|31|And I do not say to you for me, the cabinets of God, and I do not know the unseen, nor do I say that I am a king The shares of the unjust
11|32|They said, Noah
11|33|He said that God will come to you if he wills
11|34|And we do not benefit you, if I want to advise you if God wanted you to fool you ۚ He is your Lord and to Him you will return
11|35|Or do they say it is fascinated by it.
11|36|And I was revealed to Noah that he will not believe in your people except for those who have believed, do not despair of what they did
11|37|And make the ark with our eyes and our life, and do not address me in those who wronged them.
11|38|And the rhetoric is made, and when it passed through it, the fullness of its people is ridiculed from it.
11|39|So you know whoever is a torment that he shares and shames him, and he will have a valuable torment for him
11|40|Until our command came and the enlightenment is available, we say that you will carry in it from all two wives and your family except for those who have come to him and the one who is upon him
11|41|"And he said, ""Play in it in the name of God, its course and its anchors."" My Lord is forgiven"
11|42|And she runs with them in a wave like a mountain, and Noah called his son, and he was in isolation, my children
11|43|He said to me to a mountain that he blinds me from the water.
11|44|It was said, O Lord of my water, and you, the sky of my lord, the waters of the water, and the matter of the matter, and it is equal to the goodness.
11|45|And Noah called his Lord, and my Lord said that my son is from my family, and your promise is the truth and you are the ruling of the rulers
11|46|He said, Noah, that it is not from your family ۖ It is a good deed.
11|47|My Lord said that I seek refuge in you that I ask you what I have no knowledge.
11|48|It was said, O Noah.
11|49|That is from the prophets of the unseen, which we do not have to you.
11|50|And until their brother returned to Huda ۚ He said, O people, worship God, what you have from God other
11|51|O people, I do not ask you for a reward.
11|52|And the people, seek forgiveness from your Lord, then repent to Him, send the sky to you, and increase you a force to you, to your strength, and not to you.
11|53|They said, O Hood, what you have come to a statement, and what we have to do is your family, our words, and what we are with you with believers
11|54|If we say that some of our gods will be misunderstood you with misfortune
11|55|Without him 😂 So they assure me all and then do not look
11|56|I have reluctant to God, my Lord and your Lord ۚ There is nothing but a bond that he takes with her sins ۚ My Lord is on a straight path
11|57|If they took over, then I will note what I have sent to you ۚ and my Lord will be used as a people other than you, nor do you harm anything.
11|58|And when our command came, we saved us, and those who believed with him with mercy from us, and we saved them from a thick torment
11|59|And that is back.
11|60|And follow in this worldly curse and the day of resurrection ۗ unless they return their Lord ۗ No dimension
11|61|And to the thorns of their brother righteously ۚ He said, O people ۚ My Lord is a close closeness
11|62|They said, O righteousness, you were in us before this.
11|63|He said, O people, you saw that if I was on a softer from my Lord, and I have come from him as a mercy, so whoever makes me victorious from God, if he disobeyed me, then he will be lost.
11|64|And the people of this is the camel of God for you, for you, so you will eat it in the land of God, and do not touch it with worsen
11|65|So they said, and they said, so they enjoyed in your house three days.
11|66|When our command came, we saved us righteous, and those who believed with him with mercy from us and from the treachery of the day
11|67|And those who wronged the swallow took, and they became in their house.
11|68|As if they did not sing in it ۗ unless they disbelieve their Lord ۗ No dimension
11|69|And our messengers came to Abraham in the Bashir, they said, peace be upon him.
11|70|When he saw their hands, they will not reach them, and they are happy with them.
11|71|And his woman is a standing upright, and she laughed, and we preached it to Isaac, and from the success of Isaac Jacob
11|72|She said, O my dear
11|73|They said: Do you like the command of God.
11|74|When he went away from Abraham, the horror came to him, and the human being came to us in the people of Lot.
11|75|Abraham is a hypocrisy
11|76|O Abraham, I will be exposed to this ۖ He has come to the command of your Lord.
11|77|And when our messengers came, they were bad for them, and they were sacrificed to them, and he said this is a norm.
11|78|And his people, his people, are harassing him, and before they were doing the bad things ۚ He said, O people Are you not a Rashid man
11|79|They said that you have learned what we have in your daughters of the right, and you will not know what we want
11|80|He said if I have a powerful or an eye on you.
11|81|They said, O Lot, we are the messengers of your Lord, and they will not reach you. They promised them the morning?
11|82|When our command came, we made it a high
11|83|Sweetened with your Lord ۖ and what is from the oppressors after
11|84|And to the two sons of their brother, he said: O people A torture of a surrounding day
11|85|And the people of the Mecal and the Mazan in the installment.
11|86|God remained better for you if you are believers ۚ and what I have to do with a memorization
11|87|They said, O Shaab, your prayers, your command is to leave what worships our parents, or that we do in our hopes of what we have, but you are the righteous.
11|88|He said, O people What I have been able to do ۚ and what you fulfill except with God ۚ upon him I have been reluctant and to Him
11|89|O people, I will not criminalize you, my struggle is that you will afflict you like the people of Noah, or the people of Hood, or the people of the righteousness of the
11|90|And ask forgiveness from your Lord, then repent to him ۚ My Lord is merciful and bodies
11|91|They said, O Shaab, what we have agreed with many of what you say, and we will see you in weakness.
11|92|He said, O people, I will give you my best from God, and you will take Him and behind you.
11|93|O people, do your place that I am a worker 😂 Suffice you know whoever comes to torment that he shares and who is a liar and a liar.
11|94|And when our command came, we saved people and those who believed with him with mercy from us, and I took those who wronged the shout
11|95|As if they did not sing in it ۗ No distance to Midin, as you have diminished
11|96|Moses has sent us with our verses and sultanate.
11|97|To Pharaoh and his fullness, then follow the command of Pharaoh.
11|98|He presents his people on the Day
11|99|And follow in this curse and the day of resurrection ۚ The misery
11|100|That is from the prophets of the villages.
11|101|And we did not oppress them, but they wronged themselves.
11|102|Likewise, I take your Lord when he takes the villages and it is the unjust ۚ He takes it as a hard
11|103|In that is a woman who is afraid of the torment of the hereafter ۚ That is a whole day
11|104|And what we delay it except for the sake of the number
11|105|A day comes, you do not speak to the same
11|106|As for those who have been in the fire, they have an exhalation and a martyr.
11|107|Creators in it as long as the heavens and the earth are as long as your Lord wills ۚ Your Lord is act
11|108|As for those who are happy in Paradise, they are immortal in it, as long as the heavens and the earth have been as long as your Lord wills.
11|109|Do not be in a bitterness from what worships these people ۚ What they worship except as they worship their parents before ۚ and they are not.
11|110|And Moses came to us, so he would have disagreed with it ۚ and if there was no word that preceded your Lord, he would have spent between them ۚ and they have a doubt
11|111|And that all of them will fulfill their Lord their deeds ۚ It is what they do expert
11|112|So she is upright as you commanded, and whoever repents with you, and do not overwhelm
11|113|And do not leave to those who wronged, and the fire will touch you
11|114|And the prayer of the day is the day and the time of the night ۚ The good deeds go away.
11|115|Be patient, Allah does not waste the reward of benefactors
11|116|Were it not for the centuries before you, the rest of you are the rest of you They were criminals
11|117|And your Lord would not have the villages with injustice and their people are reconciled
11|118|And if your Lord would have wiped
11|119|Except for those who have mercy on your Lord ۚ and for that created them ۗ and the word of your Lord has fulfilled it to treat hell from paradise and the people of all
11|120|And all of the narrators of the messengers are short of what we have proven by your hearts ۚ and your brought in this truth and a preaching and a masculinity
11|121|And say to those who do not believe.
11|122|And wait for us to wait
11|123|And to God, the absence of the heavens and the earth, and to Him, all the command will be returned, so worship him and trust in him
12|1|In the name of God, the Most Merciful, the Most Merciful.
12|2|We have sent it an Arabic Qur’an, so that you may be reasonable.
12|3|We tell you the best of the story
12|4|When Joseph said to his father, O Father, I saw one of the ten khbat, sun, and the moon, I saw them as prostrating to me.
12|5|He said, my son
12|6|Likewise, your Lord will be rewarded for you, and he will teach you from the interpretation of the hadiths, and his blessing is fulfilled on you, and on the family of Yaqoub, as well ۚ Your Lord is a wise knowledge
12|7|It was in Yusuf and his brothers verses for the families
12|8|When they said, “Yusuf and his brother loved to our father from us and we are nervous that our father has a clear delusion
12|9|Kill Joseph or make it a land that gives you the face of your father and you will be after him
12|10|He said from them, do not kill Joseph, and throw him into the absence of the obligatory.
12|11|They said, O our father, what you do
12|12|I send him with us tomorrow, and he will be played.
12|13|He said that I will be sad for me to go with him and fear that the wolf can eat and you are forgiven
12|14|They said that the wolf eaten it, and we are a nervousness.
12|15|فَلَمَّا ذَهَبُوا بِهِ وَأَجْمَعُوا أَنْ يَجْعَلُوهُ فِي غَيَابَتِ الْجُبِّ ۚ وَأَوْحَيْنَا إِلَيْهِ لَتُنَبِّئَنَّهُمْ بِأَمْرِهِمْ هَٰذَا وَهُمْ لَا يَشْعُرُونَ
12|16|And their father came to be crying
12|17|They said, O our father, that we are gone, and we have left us, and we have been cursed with us.
12|18|And they came to his vastness with false blood.
12|19|A car came, so they sent and wanted them, so I will give it to its sins.
12|20|And they spread it with a precious one, and they were numerous and they were in it.
12|21|And he said, who was bought by Egypt, to his wife, my honor, and he will be blessed. And the night of the hadiths ۚ and God is overwhelmed by his command, but the most people do not know
12|22|And when he reached the most intense, we gave him judgment and knowledge.
12|23|And his house, which is in his house, was on his own, and the father was closed, and she said: “He said to you.” It is
12|24|And I have been concerned with it ۖ and he did not see it, if only the Barahan of his Lord ۚ So we will know the badness and the misery of it.
12|25|And the cunning remained, and its domination was from the custodians and the thousands of its master, for the door.
12|26|قَالَ هِيَ رَاوَدَتْنِي عَنْ نَفْسِي ۚ وَشَهِدَ شَاهِدٌ مِنْ أَهْلِهَا إِنْ كَانَ قَمِيصُهُ قُدَّ مِنْ قُبُلٍ فَصَدَقَتْ وَهُوَ مِنَ الْكَاذِبِينَ
12|27|And if his domination has been from a custodian, then it is lied to the truthful.
12|28|When he saw his dumper, he was from a custody, who said that he was from your hands.
12|29|Joseph, offer this ۚ and seek forgiveness for your guilt. You were among the sinners
12|30|A human being said in the city, the dear woman, who is suppressed by his death from himself.
12|31|When I heard with them, I was sent to them, and she was accustomed to them, and every one of them came to them, and she said: They stabbed their hands, and they said, God willing
12|32|She said, so that he did not see me in it.
12|33|The Lord of the Prisoner said: I love me from what they call me to me.
12|34|His Lord responded to him, and he dispersed them.
12|35|Then they seemed to have after what they saw the verses, so that they would not be imprisoned until time.
12|36|And he entered the prisoner with him. With his interpretation 😂 We see you from the good.
12|37|He said that there is no food for you By God, they are the hereafter, they are unbelievers
12|38|And I followed the religion of my parents Thank you
12|39|O companions of the jinn, the Lords are the best of God, the one who is glorified
12|40|What you worship without it is only a name That is the valuable religion, but more people do not know
12|41|O companions of the prison, but one of you will be watered by his Lord with wine.
12|42|He said to the one who thought that he was a survivor of them, reminding me of your Lord, and the Satan forgot him.
12|43|And the king said that I see seventy cows that are eaten by seven leanness You were to see
12|44|They said the clumps
12|45|He said, who escaped from them and removed after a nation.
12|46|Joseph, the friend, we have seen in seventy cows that are eaten by seven leanness It is
12|47|He said that you will grow seven years as a father, so you did not count, and they drew it in his sons, except for a few of what you eat
12|48|Then he comes after that seven seven people who eat what you came to them except for a little
12|49|Then he comes after that year in which people will be relieved and in it
12|50|And the king said: come to me with it 😂 So when the Messenger came to him, he said: Refer to your Lord, then ask him what the human beings are not.
12|51|He said: What I have given to you, when you have seen his souls. It is about itself, and it is for those who are sincere
12|52|That is to know that I did not take it in the unseen, and that God does not guide the good of the traitors
12|53|And what is innocent is innocent ۚ The soul is a misfortune of worsening, except for what my Lord has mercy on
12|54|وَقَالَ الْمَلِكُ ائْتُونِي بِهِ أَسْتَخْلِصْهُ لِنَفْسِي ۖ فَلَمَّا كَلَّمَهُ قَالَ إِنَّكَ الْيَوْمَ لَدَيْنَا مَكِينٌ أَمِينٌ
12|55|He said: Make me the shame of the earth.
12|56|Likewise, we have been able to do so on the earth
12|57|And for the reward for the hereafter is better for those who believed and they fear
12|58|The brothers of Joseph came, and they entered upon him, so they recognized them, and they have denying it
12|59|And when they prepared them with their parties, he said: come to me with a brother who has your father ۚ Do not you see that I am fulfilling the night and I am the best of the people
12|60|If you do not bring me to it, then you will not have it
12|61|They said that his father will be from him, and we are active.
12|62|And he said that they will be lost in their mercy.
12|63|When they returned to their father, they said, O our father, who is forbidden from us, so send our brother to us, and we have to keep it.
12|64|He said, “I believe in you, except as I believed in his brother from before?
12|65|And when they were brought up with their goods and found their loss, they were returned to them. We will increase the whole of a camel.
12|66|He said that I will not send him with you until you will give him a trustworthy of God, so that he would not be blessed with him except that he will be surrounded by you.
12|67|And he said, “Bani Let them eat
12|68|And when they entered from where they were commanded by their father, they would not be sang from them from God People do not know
12|69|And when they entered Joseph, his brother was to him.
12|70|When they were prepared with their efforts, he made water in the journey of his brother, then then authorized the missionaries, O Lord
12|71|They said and accepted to them what they lost
12|72|They said: The lords of the king, and whoever comes to him is a camel, and I am a leader.
12|73|They said, God, you have learned what we have come to spoil in the land, and what we were steady
12|74|They said: What is his reward, if you are false
12|75|They said his reward for those who were found in his journey, and he is his reward.
12|76|He started with their mourning before his brother's bowls, then he took her out of his brother God willing ۚ We raise the dedication of those who have been established.
12|77|They said that if he stole, then he will steal a brother who has before him.
12|78|They said, O dear
12|79|God forbid that we are taken except for those who found us with us with him
12|80|When they were desired from him, they were saved from him. He is satisfied until my father is gave permission to me, or God rules for me. He is the best of the rulers
12|81|Return to your father, and say, O our son, that your son has stolen, and what we have witnessed except with what we have taught, and what we were for the absence.
12|82|And ask the village in which we were in which we have accepted us.
12|83|He said: Rather, you will have something to be a beautiful patience.
12|84|And he took care of them and said, O Lord
12|85|They said, God, you will remember Joseph until you will be incitement or be the crying
12|86|He said: I am giving up on my bond and grieved me to God and I know from God what you do not know
12|87|O sons, go, and you feel from Joseph and his brother, nor do you despair of the soul of God?
12|88|When they entered upon him, they said: O dear, we are touched and we have the harm. Come
12|89|Have you learned what you did by Beysaf and his brother, when you are ignorant
12|90|They said that you are Joseph 😂 He said that I am a sword, and this is my brother.
12|91|They said, God has influenced us, and if we are wrong.
12|92|He said: “God will forgive you”
12|93|They went with my feet, so they threw it on the face
12|94|And when the elder was separated, their father said that I did not find the wind of Joseph.
12|95|They said, God is the same
12|96|When the former came, he gave it to his face, and he was a visionary.
12|97|They said: O our father, ask forgiveness of our sins, we were sinful
12|98|He will ask forgiveness from your Lord, He is the Forgiving, the Merciful
12|99|When they entered Joseph, his parents said to him, and he said: “Enter Egypt.
12|100|And his parents raised the throne, and they were used for a prostration. He came and came to you from the beginning, after the devil is among me and my brothers ۚ My Lord is kind to what he wills.the wise
12|101|Lord, you have come from the king, and he taught me from the interpretation of the hadiths. The righteous
12|102|That is one of the news of the unseen, which we have to do to you ۖ and what you have for them, when they gathered their command and they are working
12|103|And there are no people, even if you are keen on believers
12|104|And what you ask them for a reward ۚ If it is only a male for the two worlds
12|105|As well as from a verse in the heavens and the earth, they pass on it and they are exposed to it
12|106|And what is believed to be many of them, but they are partners
12|107|Do you believe that you will come to the torment of God, or the hour will come to them, and they do not feel
12|108|Say: This is my way, I pray to God ۚ on the insight of me and whoever follows me.
12|109|And what we have sent before you, except for men, we have been revealed to them from the people of the villages. A good time for those who feared ۗ, do you not be reasonable?
12|110|Even if the messengers are desperate and they thought that they had lied to them, we will be victorious, so we will succeed from the eruption
12|111|In their stories, there was a lesson for the first of the core ۗ What was a hadith that is fled They believe
13|1|In the name of God, the Merciful, the Merciful, the bitter ۚ These are the verses of the Book ۗ And who have been revealed to you from your Lord, the truth, but the most people do not believe
13|2|God, who raised the heavens with the intention of the intention of it. Hey, perhaps you will meet your Lord
13|3|And it is the one who extended the land and made it a rust and a row in it. They think
13|4|And in the land, it is a ritual broken one and the paradise of the cultivation and the cultivation In that, there are people who are reasonable
13|5|And if you like, then they will say that they are so dust Those are the owners of the fire.
13|6|And they hurry you with the badness before the goodness, and you have passed away from them. He called
13|7|And those who disbelieve say that if only a verse of his Lord will be revealed to him, but you are a warrant 😂 and all people are this
13|8|God knows what you carry all the female, and what the merciful is worsened and what is increasing
13|9|The scientist of the unseen and the great testimony
13|10|Whether from you who captivated the saying, whoever is in it, and who is hidden from the night
13|11|He has followers from his hands and from his successor, they keep him from the command of God Bad, do not want him ۚ and they have no one without him
13|12|He is the one who shows you light.
13|13|And the pursuit prays with his praise and the angels from his fear, and he sends the traits, and he will be affected by whom he wills, and they will argue with God,
13|14|He has the call of the truth ۖ and those who call from it without it, and they do not respond to them with something The disbelievers are only in delusion
13|15|And God prostrates from the heavens and the earth is a volume and a hatred, and their shadow of them with lunch and origins ۩
13|16|Say from the Lord of the Heavens and the Earth, say God ۚ Say: You took from it without it. Do you see the darkness and light, or they made it to God. A
13|17|He descended from the sky with water, and she was asked about her destiny. God will strike the truth and falsehood.
13|18|For those who responded to their Lord, the good ۚ and those who did not respond to him, even if they have what is in the land in all Siblings and their mourners are hell.
13|19|Who do you know, but I will come to you from your Lord, the truth, as is the one who is blind.
13|20|Those who provide the covenant of God and do not pass
13|21|And those who pray what God has commanded is to reach and fear their Lord and fear the bad account
13|22|And those who have been patient with the face of their Lord, and the prayer of the prayer, and woke up from what we have been pleased I see
13|23|The gardens of Aden entered her and whoever reconciles from their fathers and their wives and their offspring.
13|24|it is good that you have been patient, enjoy the end
13|25|And those who pass the covenant of God after his covenant and cut off what God has commanded with him to connect and spoil in the land of God
13|26|God simplifies the sustenance of whom He wills and appreciates ۚ and rejoice in this worldly life and what is this worldly life in the hereafter except for the good
13|27|And those who disbelieve say that if only a verse of his Lord will be revealed to him ۗ Say: God will mislead whoever He wills and guides him to whom he is
13|28|Those who believe and reassure their hearts with the remembrance of God ۗ No, with the remembrance of God, the hearts are reassured
13|29|Those who believed and do righteous deeds are blessed and good
13|30|You have sent you in a nation that has passed away from her He is on him, and I have been abandoned
13|31|And even if the Qur’an was done with the mountains, or the earth was cut off by it, or the death of the dead with it God is the guidance of all people ۗ, and those who disbelieve are still afflicted with what they have made a murder or a relative of their house until they come upGod does not succeed
13|32|And I was mocked by messengers before you, so I hoped for those who disbelieved and then took them.
13|33|Will it be based on every breath of what you have earned ۗ and they made it to God. For those who disbelieve their deception and repel from the path ۗ and whoever is misled by God, what he has from this
13|34|They have a torment in this world
13|35|The example of the paradise that the righteous promised ۖ It runs from the rivers of it.
13|36|And those who have come to the book are happy with what was revealed to you. And to him is mold
13|37|Likewise, we have sent it an Arabic ruling ۚ And if you followed their whims, after what came to you from the knowledge of what you have from God
13|38|And we have sent a messenger before you and made them woven and offspring ۚ and what a messenger had to come with a verse except for the sake of God
13|39|God wipes out what He wills and proves.
13|40|And if what we see you, some of whom we promise or die you, then the rhetoric is upon you, and the calculation is upon us
13|41|Did they not see that the land came to the land, we decrease it from its kindness.
13|42|He has been the most prominent of those before them, for God, all of them.
13|43|And he says who disbelieved, you are not messengers.
14|1|In the name of God, the Most Gracious, the Most Merciful
14|2|God who has what is in the heavens and what is on the earth ۗ and the night of the disbelievers of severe torment
14|3|Those who love the worldly life on the hereafter, and they will be in response
14|4|And what we have sent from a messenger except for the tongue of his people to show them to them.
14|5|And Moses has sent us with our revelations to bring your people out of darkness to the light and remind them of the days of God ۚ in this way for you
14|6|And when Moses said to his people, then remember the grace of God for you You ۚ And in that of your Lord is great
14|7|And when your Lord gave permission, if you thank you, I will increase you.
14|8|Moses said that if you are atone
14|9|Did the news of those who are before you come to you They have in them and they said that we disbelieved what you have been sent by it, and we have a doubt about what you call us to a good.
14|10|Their messengers said in God, a doubtful, the heavens and the earth. Like us, you want to confront us from what he worshiped our parents, so we came with a clear authority
14|11|Their messengers have said to them that we are only human beings And for God, let the believers eaten
14|12|And we do not trust in God, and we have guided us.
14|13|And those who disbelieved to their messengers said that we will leave you from our satisfaction, or you will return in our mortar
